TABLENAME,COLUMNNAME,FLDNAME,LKP_TABLE,LKP_COLUMN,LKP_DISPLAY_COLUMN
WG_CCS_FEE_CRITERIA_CNDTN,S_COMPARISON_OPERATOR,FCC Comparison Oper,L_SYMBOL,FCC Comparison Oper,ALIAS
WG_CCS_SCHEME,S_STATUS,Fee Scheme Status,L_SYMBOL,Fee Scheme Status,ALIAS
WG_CD_BOR_OTHER_CREDITS,S_TYPE,CDBorOtherCreditType,L_SYMBOL,CDBorOtherCreditType,ALIAS
WG_CD_DUE_FROM_BOR,S_TYPE,CDDueFromBorItemType,L_SYMBOL,CDDueFromBorItemType,ALIAS
WG_CD_DUE_FROM_BOR_ADJ,S_ADJ_TYPE,CDDueFromBorAdjType,L_SYMBOL,CDDueFromBorAdjType,ALIAS
WG_CD_DUE_FROM_SEL,S_TYPE,CDDueFromSelItemType,L_SYMBOL,CDDueFromSelItemType,ALIAS
WG_CD_DUE_FROM_SEL_ADJ,S_PAIDBY_TYPE,CDDueFromSelAdjPayer,L_SYMBOL,CDDueFromSelAdjPayer,ALIAS
WG_CD_DUE_FROM_SEL_ADJ,S_TYPE,CDDueFromSelAdjType,L_SYMBOL,CDDueFromSelAdjType,ALIAS
WG_CD_PAID_BY_BOR,S_PAIDBY_TYPE,CDPaidByBorItemPayer,L_SYMBOL,CDPaidByBorItemPayer,ALIAS
WG_CD_PAID_BY_BOR,S_TYPE,CDPaidByBorItemType,L_SYMBOL,CDPaidByBorItemType,ALIAS
WG_CD_PAID_BY_BOR_ADJ,S_TYPE,CDPaidByBorAdjType,L_SYMBOL,CDPaidByBorAdjType,ALIAS
WG_CD_PAID_BY_SELLER_ADJ,S_ADJ_TYPE,CDPaidBySelAdjType,L_SYMBOL,CDPaidBySelAdjType,ALIAS
WG_CD_PAYOFFS_PMTS,S_TYPE,CDPayoffsPmtsType,L_SYMBOL,CDPayoffsPmtsType,ALIAS
WG_CD_UNPAID_BY_SEL_ADJ,S_TYPE,CDUnpaidBySelAdjType,L_SYMBOL,CDUnpaidBySelAdjType,ALIAS
WG_CLOSING_DISCLOSURE,CLOS_S_TYPE,Clos S Type,L_SYMBOL,Clos S Type,ALIAS
WG_CLOSING_DISCLOSURE,S_CLS_DISCL_DELIV_MTHD,ClsDisclosDelivMeth,L_SYMBOL,ClsDisclosDelivMeth,ALIAS
WG_CLOSING_DISCLOSURE,S_CLS_DISCL_REV_REASON,ClsDisclosRevReason,L_SYMBOL,ClsDisclosRevReason,ALIAS
WG_CLSCORP_INTERFACE,S_WATERQLTY_SCAN_TYPE,WaterQlty ScanType,L_SYMBOL,WaterQlty ScanType,ALIAS
WG_CMS_PRVD_EVENT_DATE,EVENT_TYPE,PBEventType,L_SYMBOL,PBEventType,ALIAS
WG_CMS_PRVD_EVENT_DATE,S_DIST_METHOD,PBDistributionMethod,L_SYMBOL,PBDistributionMethod,ALIAS
WG_CNS_LOAN_APPLICATION,S_LOAN_PURPOSE,L Loan Purpose,L_SYMBOL,L Loan Purpose,ALIAS
WG_CNS_LOAN_APPLICATION,S_LOAN_TYPE,L Loan Type,L_SYMBOL,L Loan Type,ALIAS
WG_CNS_LOAN_APPLICATION,S_PRIMARY_COLLATERAL_TYPE,Primary Coll Typ,L_SYMBOL,Primary Coll Typ,ALIAS
WG_CNS_LOAN_APPLICATION,S_SECONDARY_COLLATERAL_TYPE,Secondary Coll Typ,L_SYMBOL,Secondary Coll Typ,ALIAS
WG_CNS_LOAN_APPLICATION,S_TITLE_TRANSFER,TitleTransferType,L_SYMBOL,TitleTransferType,ALIAS
WG_COLLATERAL_TYPES,COLLATERAL_TYPE,Collateral Type,L_SYMBOL,Collateral Type,ALIAS
WG_COMPLIANCEEASE,INDEXTYPE,CompEase Index Type,L_SYMBOL,CompEase Index Type,ALIAS
WG_CONCURRENT_FINANCING,S_RL_LIEN_POSITION,RelLoanLienPosition,L_SYMBOL,RelLoanLienPosition,ALIAS
WG_CONCURRENT_FINANCING,S_RL_MORT_TYPE,RelLoanMortType,L_SYMBOL,RelLoanMortType,ALIAS
WG_CONCURRENT_FINANCING,S_RL_TYPE,RelatedLoanType,L_SYMBOL,RelatedLoanType,ALIAS
WG_CONSTRUCTION_DRAW_DETAILS,S_DRAWSTATUS,Const Draw Status,L_SYMBOL,Const Draw Status,ALIAS
WG_COOP_INFO,S_COOP_TYPE,Coop Type,L_SYMBOL,Coop Type,ALIAS
WG_CORR_DISCLOSURE_HISTORY,CORR_DISCLOS_DELIV_MTHD,CorrDisclosDelivMthd,L_SYMBOL,CorrDisclosDelivMthd,ALIAS
WG_CORR_DISCLOSURE_HISTORY,CORR_DISCLOS_TYPE,CorrDisclosType,L_SYMBOL,CorrDisclosType,ALIAS
WG_CORR_FEE_LOAN,S_VENDOR_TYPE,Corr Fee Vendor Type,L_SYMBOL,Corr Fee Vendor Type,ALIAS
WG_CORR_LOAN_DATA,CMS_CORR_UNDERW_TYPEOVRD,CMSCorUnderwTypeOvrd,L_SYMBOL,CMSCorUnderwTypeOvrd,ALIAS
WG_CREDIT_AUTH,CREDIT_AUTH_METHOD,CreditAuthMethod,L_SYMBOL,CreditAuthMethod,ALIAS
WG_DELIVERY_CLOSING_COST,S_CCFND,CC Funds Type,L_SYMBOL,CC Funds Type,ALIAS
WG_DELIVERY_CLOSING_COST,S_CCFOT,CC Funds Type Oth,L_SYMBOL,CC Funds Type Oth,ALIAS
WG_DELIVERY_CLOSING_COST,S_CCOTH,CC Source Type Oth,L_SYMBOL,CC Source Type Oth,ALIAS
WG_DELIVERY_CLOSING_COST,S_CCSRC,CC Source Type,L_SYMBOL,CC Source Type,ALIAS
WG_DELIVERY_LOAN_PGM,S_LOAN_PGM_ID,Loan Program ID,L_SYMBOL,Loan Program ID,ALIAS
WG_DMI_BATCH_SETUP,S_ADMIN_BUSINESS_TYPE,Admin Business Type,L_SYMBOL,Admin Business Type,ALIAS
WG_DOC_PRVD_EVENT_DATES,EVENT_TYPE,PBEventType,L_SYMBOL,PBEventType,ALIAS
WG_DOC_PRVD_EVENT_DATES,S_DIST_METHOD,PBDistributionMethod,L_SYMBOL,PBDistributionMethod,ALIAS
WG_DOCUMENT_MGMT,FULFILLMENT_TYPE,FulfillProcessType,L_SYMBOL,FulfillProcessType,ALIAS
WG_DOCUMENT_MGMT,S_LENDER_FULFILLMENT_TYPE,LenFulfillProcType,L_SYMBOL,LenFulfillProcType,ALIAS
WG_DOCUMENT_MGMT,S_REQUESTED_CLOSING_METHOD,RequestedClsMethod,L_SYMBOL,RequestedClsMethod,ALIAS
WG_ENTITY_OFFICERS_ID,ID_TYPE,EntOffIdType,L_SYMBOL,EntOffIdType,ALIAS
WG_ERNST_FEE_INTERFACE,S_LENDER_POLICY_TYPE,ErnstLendPolicyType,L_SYMBOL,ErnstLendPolicyType,ALIAS
WG_ERNST_FEE_INTERFACE,S_OWNER_POLICY,ErnstOwnPolicyType,L_SYMBOL,ErnstOwnPolicyType,ALIAS
WG_EXTENSION_HIST,S_LOCK_EXT_TYPE,Lock Ext Period,L_SYMBOL,Lock Ext Period,ALIAS
WG_FHA_INSURANCE_APP_INP,COUNSELTYPE,B2G InsCounselType,L_SYMBOL,B2G InsCounselType,ALIAS
WG_FHA_INSURANCE_APP_INP,GIFTSOURCE1,B2G Gift Srce 1 Ovrd,L_SYMBOL,B2G Gift Srce 1 Ovrd,ALIAS
WG_FHA_INSURANCE_APP_INP,GIFTSOURCE2,B2G Gift Srce 2 Ovrd,L_SYMBOL,B2G Gift Srce 2 Ovrd,ALIAS
WG_FHA_INSURANCE_APP_INP,SCOREDECISION,Scorecard Decision,L_SYMBOL,Scorecard Decision,ALIAS
WG_FHA_INSURANCE_APP_INP,SECFINSOURCE,B2G Sec fin Sce Ovrd,L_SYMBOL,B2G Sec fin Sce Ovrd,ALIAS
WG_FHA_INSURANCE_APP_RSP,FHA_SCOREDECISION,InsAppScoDecision,L_SYMBOL,InsAppScoDecision,ALIAS
WG_FORMFREE_RESPONSEASSET,S_ASSET,Asset Type,L_SYMBOL,Asset Type,ALIAS
WG_HMDAINFO_EXT,REPORTABLEYROVR,HMDARepOverride2018,L_SYMBOL,HMDARepOverride2018,ALIAS
WG_ID_TOLERANCE,EVENT_TYPE,IDTolEventType,L_SYMBOL,IDTolEventType,ALIAS
WG_IMAGES_INVALID_REASONS,S_REASON,ImageInvalidReasons,L_SYMBOL,ImageInvalidReasons,ALIAS
WG_INC_PROFORMA_K1_EXT,K1INCOMETYPE,SEIA_Type,L_SYMBOL,SEIA_Type,ALIAS
WG_INC_PROFORMA_K1_EXT,K1PROFORMAUSAGETYPE,K1ProformaUsageType,L_SYMBOL,K1ProformaUsageType,ALIAS
WG_INC_PROFORMA_SCHE,USAGE_TYPE,SchEUsageType,L_SYMBOL,SchEUsageType,ALIAS
WG_INC_PROFORMA_USER_DEFINED,S_PF_USAGE,PF UserD Inc Usage,L_SYMBOL,PF UserD Inc Usage,ALIAS
WG_INCOME_SOURCE,S_EMP_UNIT_TYPE,Emp Unit Type,L_SYMBOL,Emp Unit Type,ALIAS
WG_INCOME_SOURCE,S_SELF_EMPL_TYPE,SelfEmplType,L_SYMBOL,SelfEmplType,ALIAS
WG_INCOME_SOURCE,S_SPECIAL_BOR_EMP_REL_TYPE,SpeclBorEmpRelType,L_SYMBOL,SpeclBorEmpRelType,ALIAS
WG_INT_DISCLOSURES,S_CLS_DISCL_CORRECT_TYPE,ClsDisclosCorrectTyp,L_SYMBOL,ClsDisclosCorrectTyp,ALIAS
WG_INT_DISCLOSURES,S_CLS_DISCL_PREP_BY,ClsDisclosPreparedBy,L_SYMBOL,ClsDisclosPreparedBy,ALIAS
WG_INTERVIEWER_INFO,S_LOORGUNITTYPE,LO Org Unit Type,L_SYMBOL,LO Org Unit Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_AMORT_TYPE,Cmtmt Amort Type,L_SYMBOL,Cmtmt Amort Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_DELIVERY_TYPE,Cmtmt Delivery Type,L_SYMBOL,Cmtmt Delivery Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_DFLT_LOSS_TYPE,Cmtmt Dflt Loss Type,L_SYMBOL,Cmtmt Dflt Loss Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_LOSS_CODE,Cmtmt Loss Code,L_SYMBOL,Cmtmt Loss Code,ALIAS
WG_INVST_COMMIT,S_CMTMT_MORTGAGE_TYPE,Cmtmt Mortgage Type,L_SYMBOL,Cmtmt Mortgage Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_RATE_ROUND_TYPE,Cmtmt Rounding Type,L_SYMBOL,Cmtmt Rounding Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_REMIT_TYPE,Cmtmt Remit Type,L_SYMBOL,Cmtmt Remit Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_REO_MKTG_PTY,Cmtmt Reo Mktg Type,L_SYMBOL,Cmtmt Reo Mktg Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_STATUS,Cmtmt Status,L_SYMBOL,Cmtmt Status,ALIAS
WG_INVST_COMMIT,S_CMTMT_STRUCTURE_TYPE,Cmtmt Structure Type,L_SYMBOL,Cmtmt Structure Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_TYPE,Cmtmt Type,L_SYMBOL,Cmtmt Type,ALIAS
WG_INVST_COMMIT,S_INVLK_LOCK_STS,InvLk Lock Status,L_SYMBOL,InvLk Lock Status,ALIAS
WG_INVST_COMMIT_LOAN,S_PROCESS_TYPE,Cmtmt Loan Proc Type,L_SYMBOL,Cmtmt Loan Proc Type,ALIAS
WG_INVST_COMMIT_POOL,S_BOND_FINANCE,Cmtmt Bond Finance,L_SYMBOL,Cmtmt Bond Finance,ALIAS
WG_INVST_COMMIT_POOL,S_CALC_TYPE,Cmtmt Pool Calc Type,L_SYMBOL,Cmtmt Pool Calc Type,ALIAS
WG_INVST_COMMIT_POOL,S_CERT_AGREEMENT,Cmtmt Cert Agreement,L_SYMBOL,Cmtmt Cert Agreement,ALIAS
WG_INVST_COMMIT_POOL,S_ISSUER_TYPE,Cmtmt Issuer Type,L_SYMBOL,Cmtmt Issuer Type,ALIAS
WG_INVST_COMMIT_POOL,S_POOL_ARM_INDEX,Cmtmt Pool ARM Index,L_SYMBOL,Cmtmt Pool ARM Index,ALIAS
WG_INVST_COMMIT_POOL,S_POOL_TYPE,Cmtmt Pool Type,L_SYMBOL,Cmtmt Pool Type,ALIAS
WG_INVST_TRADE,S_TRADE_TYPE,Trade Type,L_SYMBOL,Trade Type,ALIAS
WG_INVST_TRADE_COUPON,S_COUPON_TYPE,TradeStk Coupon Type,L_SYMBOL,TradeStk Coupon Type,ALIAS
WG_INVST_TRADE_PAIR,S_TRADE_PAIR_ROLL_TYPE,Trade Pair Roll Type,L_SYMBOL,Trade Pair Roll Type,ALIAS
WG_KEYSTONE_EVENTS,S_DISP_ATTCH_TYP,Dispute Attach Type,L_SYMBOL,Dispute Attach Type,ALIAS
WG_KEYSTONE_EVENTS,S_EVENT_CATEGORY,KS EventCategory,L_SYMBOL,KS EventCategory,ALIAS
WG_KEYSTONE_EVENTS,S_EVENT_DISPUTE_ITEM,Dispute Item Type,L_SYMBOL,Dispute Item Type,ALIAS
WG_KEYSTONE_EVENTS,S_EVENT_STATUS_NAME,Event_Status_Name,L_SYMBOL,Event_Status_Name,ALIAS
WG_KEYSTONE_EVENTS,S_REASON_CODE,KS Reason Code,L_SYMBOL,KS Reason Code,ALIAS
WG_LOAN_ESTIMATE,S_LE_DISCL_DELIV_MTHD,LEDisclosDelivMeth,L_SYMBOL,LEDisclosDelivMeth,ALIAS
WG_LOAN_ESTIMATE,S_TYPE,S Type,L_SYMBOL,S Type,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_CREDIT_TIER,LoanFCp Cred Tier,L_SYMBOL,LoanFCp Cred Tier,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_DEPOSIT_TIER,LoanFCp Dep Tier,L_SYMBOL,LoanFCp Dep Tier,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_DIRECTIVES,LoanFCp Directives,L_SYMBOL,LoanFCp Directives,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_GOALS_OPTS,LoanFCp Goals Opts,L_SYMBOL,LoanFCp Goals Opts,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_MAX_TERM,LoanFCp Max Term,L_SYMBOL,LoanFCp Max Term,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_MIN_TERM,LoanFCp Min Term,L_SYMBOL,LoanFCp Min Term,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_NBR_BORR,LoanFCp Nbr Borr,L_SYMBOL,LoanFCp Nbr Borr,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_OCCUPANCY,LoanFCp Occupancy,L_SYMBOL,LoanFCp Occupancy,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_PROP_TYPE,LoanFCp Prop Type,L_SYMBOL,LoanFCp Prop Type,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_PURP_REFI,LoanFCp Purp Refi,L_SYMBOL,LoanFCp Purp Refi,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_PURPOSE,LoanFCp Purpose,L_SYMBOL,LoanFCp Purpose,ALIAS
WG_LOANFIT_LOAN_BASE,S_CREDIT_TIER,LoanFit Cred Tier,L_SYMBOL,LoanFit Cred Tier,ALIAS
WG_LOANFIT_LOAN_BASE,S_DEPOSIT_TIER,LoanFit Dep Tier,L_SYMBOL,LoanFit Dep Tier,ALIAS
WG_LOANFIT_LOAN_BASE,S_DIRECTIVES,LoanFit Directives,L_SYMBOL,LoanFit Directives,ALIAS
WG_LOANFIT_LOAN_BASE,S_GOALS_OPTS,LoanFit Goals Opts,L_SYMBOL,LoanFit Goals Opts,ALIAS
WG_LOANFIT_LOAN_BASE,S_MAX_TERM,LoanFit Max Term,L_SYMBOL,LoanFit Max Term,ALIAS
WG_LOANFIT_LOAN_BASE,S_MIN_TERM,LoanFit Min Term,L_SYMBOL,LoanFit Min Term,ALIAS
WG_LOANFIT_LOAN_BASE,S_NBR_BORR,LoanFit Nbr Borr,L_SYMBOL,LoanFit Nbr Borr,ALIAS
WG_LOANFIT_LOAN_BASE,S_OCCUPANCY,LoanFit Occupancy,L_SYMBOL,LoanFit Occupancy,ALIAS
WG_LOANFIT_LOAN_BASE,S_PROP_TYPE,LoanFit Prop Type,L_SYMBOL,LoanFit Prop Type,ALIAS
WG_LOANFIT_LOAN_BASE,S_PURP_REFI,LoanFit Purp Refi,L_SYMBOL,LoanFit Purp Refi,ALIAS
WG_LOANFIT_LOAN_BASE,S_PURPOSE,LoanFit Purpose,L_SYMBOL,LoanFit Purpose,ALIAS
WG_LPA_PARTYROLETYPE,S_FRE_PARTY_ROLE_TYPE,FRE Party Type,L_SYMBOL,FRE Party Type,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_ENGINE_COUNT,EngCount,L_SYMBOL,EngCount,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_ENGINE_FUEL,BtEngFuel,L_SYMBOL,BtEngFuel,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_ENGINE_MFG_CODE,EngMfgCode,L_SYMBOL,EngMfgCode,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_ENGINE_TYPE,BtEngType,L_SYMBOL,BtEngType,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_HULL_CONFIG,HullConfig,L_SYMBOL,HullConfig,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_HULL_MATERIAL,HullMtrl,L_SYMBOL,HullMtrl,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_RESP_BOAT_TYPE,RespBoatTyp,L_SYMBOL,RespBoatTyp,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_TOP_RIG,TopRig,L_SYMBOL,TopRig,ALIAS
WG_MAVENT_ATRQM,S_ATREXEMPTTRANSTYPE,MaventATRExemptType,L_SYMBOL,MaventATRExemptType,ALIAS
WG_MAVENT_ATRQM,S_ATRTYPE,MaventATRType,L_SYMBOL,MaventATRType,ALIAS
WG_MAVENT_ATRQM,S_CREDITPURPOSE,MaventCreditPurpose,L_SYMBOL,MaventCreditPurpose,ALIAS
WG_MAVENT_ATRQM,S_QMTYPE,MaventQMType,L_SYMBOL,MaventQMType,ALIAS
WG_MAVENT_ATRQM,S_SOLDTRANSFER,MaventSoldTransfer,L_SYMBOL,MaventSoldTransfer,ALIAS
WG_MBAUS_RESPONSE,S_MB_RECOMMENDATION,MBAUS Recommend Code,L_SYMBOL,MBAUS Recommend Code,ALIAS
WG_NEWS_ANNOUNCEMENTS,S_BUSCHL,Bus Channel,L_SYMBOL,Bus Channel,ALIAS
WG_NEWS_ANNOUNCEMENTS,S_LINK_TYPE,News Link Type,L_SYMBOL,News Link Type,ALIAS
WG_NONSTD_STDREFI,REFI_MORT_TYPE,Refi. Mort Type,L_SYMBOL,Refi. Mort Type,ALIAS
WG_OWNERSITEM,S_OWNER_ITEM_TYPE,Owner Item Type,L_SYMBOL,Owner Item Type,ALIAS
WG_PORTAL_CLIENT_INFO,S_INFO_TYPE,Client Info Type,L_SYMBOL,Client Info Type,ALIAS
WG_PRICE_EXCEPTIONS,S_EXCEPTION_STATUS,PE Exception Status,L_SYMBOL,PE Exception Status,ALIAS
WG_PRICE_EXCEPTIONS,S_EXCEPTION_TYPE,PE Exception Type,L_SYMBOL,PE Exception Type,ALIAS
WG_PRODUCT_ELIGIBILITY,LENGTH_OF_OWNERSHIP,Length of Ownership,L_SYMBOL,Length of Ownership,ALIAS
WG_PROPERTY_CORR,S_CPTYP,Corr Property,L_SYMBOL,Corr Property,ALIAS
WG_PROPERTY_CORR,S_PRJLIT,Project Litigation,L_SYMBOL,Project Litigation,ALIAS
WG_REALEC_PROD_EVENT,S_PRODUCT_EVENT,Order Event,L_SYMBOL,Order Event,ALIAS
WG_REALEC_PRODUCT,S_ORDER_PRODUCT,Order Product,L_SYMBOL,Order Product,ALIAS
WG_REALEC_PRODUCT,S_ORDER_PRODUCT_APP,Order Appproduct,L_SYMBOL,Order Appproduct,ALIAS
WG_REALEC_PRODUCT,S_PRODUCT_PROVIDER,Order Provider,L_SYMBOL,Order Provider,ALIAS
WG_REALEC_REASON_CODE,S_REASON_CODE,Reason Code,L_SYMBOL,Reason Code,ALIAS
WG_REDRAW_REASONS,S_REDRAW_REASON,Re-Draw Reason,L_SYMBOL,Re-Draw Reason,ALIAS
WG_REGGORA_ORDER_STATUS,S_EVENTTYPE,ReggoraApprStatus,L_SYMBOL,ReggoraApprStatus,ALIAS
WG_SELLER_MORTGAGE_INFO,LIEN_POSITION,Mort Lien Position,L_SYMBOL,Mort Lien Position,ALIAS
WG_SIM_CD_BOR_OTHER_CREDITS,S_TYPE,CDBorOtherCreditType,L_SYMBOL,CDBorOtherCreditType,ALIAS
WG_SIM_CD_DUE_FROM_BOR,S_TYPE,CDDueFromBorItemType,L_SYMBOL,CDDueFromBorItemType,ALIAS
WG_SIM_CD_DUE_FROM_BOR_ADJ,S_ADJ_TYPE,CDDueFromBorAdjType,L_SYMBOL,CDDueFromBorAdjType,ALIAS
WG_SIM_CD_DUE_FROM_SEL,S_TYPE,CDDueFromSelItemType,L_SYMBOL,CDDueFromSelItemType,ALIAS
WG_SIM_CD_DUE_FROM_SEL_ADJ,S_PAIDBY_TYPE,CDDueFromSelAdjPayer,L_SYMBOL,CDDueFromSelAdjPayer,ALIAS
WG_SIM_CD_DUE_FROM_SEL_ADJ,S_TYPE,CDDueFromSelAdjType,L_SYMBOL,CDDueFromSelAdjType,ALIAS
WG_SIM_CD_PAID_BY_BOR,S_PAIDBY_TYPE,CDPaidByBorItemPayer,L_SYMBOL,CDPaidByBorItemPayer,ALIAS
WG_SIM_CD_PAID_BY_BOR,S_TYPE,CDPaidByBorItemType,L_SYMBOL,CDPaidByBorItemType,ALIAS
WG_SIM_CD_PAID_BY_BOR_ADJ,S_TYPE,CDPaidByBorAdjType,L_SYMBOL,CDPaidByBorAdjType,ALIAS
WG_SIM_CD_PAID_BY_SELLER_ADJ,S_ADJ_TYPE,CDPaidBySelAdjType,L_SYMBOL,CDPaidBySelAdjType,ALIAS
WG_SIM_CD_PAYOFFS_PMTS,S_TYPE,CDPayoffsPmtsType,L_SYMBOL,CDPayoffsPmtsType,ALIAS
WG_SIM_CD_UNPAID_BY_SEL_ADJ,S_TYPE,CDUnpaidBySelAdjType,L_SYMBOL,CDUnpaidBySelAdjType,ALIAS
WG_SIMPLIFILE_MESSAGES,S_MSG_SOURCE,SimpMsgSource,L_SYMBOL,SimpMsgSource,ALIAS
WG_TANGIBLE_NET_BENEFIT,FACTOR_ORIG_LOAN_TYPE,TNB Orig Loan type,L_SYMBOL,TNB Orig Loan type,ALIAS
WG_TANGIBLE_NET_BENEFIT,PREVIOUS_LOAN_PURP,TNB Pre Loan Purp,L_SYMBOL,TNB Pre Loan Purp,ALIAS
WG_TASK_MASTER,S_TASK_TYPE,TS Task Type,L_SYMBOL,TS Task Type,ALIAS
WG_TL_RURALHOUSE,AREA_TYPE,GHP Spec Program,L_SYMBOL,GHP Spec Program,ALIAS
WG_TL_RURALHOUSE,GUAR_DIRECT_LN,GuarDirectLn,L_SYMBOL,GuarDirectLn,ALIAS
WG_TL_RURALHOUSE,GUAR_FEE_PUR_CD,GuarFeePurCode,L_SYMBOL,GuarFeePurCode,ALIAS
WG_TL_RURALHOUSE,INCOME_LIMIT,GHP Limit Program,L_SYMBOL,GHP Limit Program,ALIAS
WG_TL_RURALHOUSE,INT_RT_CODE,IntRateCode,L_SYMBOL,IntRateCode,ALIAS
WG_TL_RURALHOUSE,INTASSISTCODE,IntAssistCode,L_SYMBOL,IntAssistCode,ALIAS
WG_TL_RURALHOUSE,SRCFNDCODE,SrcFndCode,L_SYMBOL,SrcFndCode,ALIAS
WG_TL_RURALOTHER,S_INCTYPE,IncomeTypeR,L_SYMBOL,IncomeTypeR,ALIAS
WG_TLBR_VET_MILT_SERVICE,S_BRANCH,Branch of Service,L_SYMBOL,Branch of Service,ALIAS
WG_TLR_DELIVERY_CODES,S_FHLMC_CODE,ddFHLMCCodeManual,L_SYMBOL,ddFHLMCCodeManual,ALIAS
WG_TLR_DELIVERY_CODES,S_FNMA_CODE,ddFNMACodeManual,L_SYMBOL,ddFNMACodeManual,ALIAS
WG_TLR_GFEREVRSN,REASON_CODE,GFE Revision Reason,L_SYMBOL,GFE Revision Reason,ALIAS
WG_TLR_RECORDING_INFO,BOOK_TYPE,Book Type,L_SYMBOL,Book Type,ALIAS
WG_TLR_RECORDING_INFO,DOCUMENT_TYPE,Document Type,L_SYMBOL,Document Type,ALIAS
WG_TLR_RECORDING_INFO,JURISDICTION_TYPE,Rec Jurisd Type,L_SYMBOL,Rec Jurisd Type,ALIAS
WG_TLR_TITLE_INS,S_TITLESTATUS,Title Status,L_SYMBOL,Title Status,ALIAS
WG_TLR_TITLE_INS,TITLE_PRODUCT_TYPE,Title Product Type,L_SYMBOL,Title Product Type,ALIAS
WG_UCD_CD_SELLER_SIGN,S_SELL_CD_SIGN_TYPE,Sell1 CD Sign Type,L_SYMBOL,Sell1 CD Sign Type,ALIAS
WG_UCD_CD_SIGNATORY,S_BORR_CD_SIGN_TYPE,Borr1 CD Sign Type,L_SYMBOL,Borr1 CD Sign Type,ALIAS
WG_UWC_SUBCONDITIONS,S_COND_META1,UWC Doc Metadata,L_SYMBOL,UWC Doc Metadata,ALIAS
WG_UWC_SUBCONDITIONS,S_COND_META2,UWC Doc Metadata,L_SYMBOL,UWC Doc Metadata,ALIAS
WG_UWC_SUBCONDITIONS,S_COND_META3,UWC Doc Metadata,L_SYMBOL,UWC Doc Metadata,ALIAS
WG_WEATHERIZATION,S_WTHRDES,WeatherizationDesc,L_SYMBOL,WeatherizationDesc,ALIAS
