TABLENAME,COLUMNNAME,FLDNAME,LKP_TABLE,LKP_COLUMN,LKP_DISPLAY_COLUMN
GF_TLR_DISBURSEMENTS,ACH_DEBIT_OR_CREDIT,ACHDebitOrCredit,L_SYMBOL,ACHDebitOrCredit,ALIAS
GF_TLR_DISBURSEMENTS,S_FMETHOD,Disb Trans Method,L_SYMBOL,Disb Trans Method,ALIAS
GF_TLR_DISBURSEMENTS,S_FSTATUS,Disb Trans Status,L_SYMBOL,Disb Trans Status,ALIAS
GF_TLR_DISBURSEMENTS,S_TYPE,Disb Instance Type,L_SYMBOL,Disb Instance Type,ALIAS
GF_TLR_FLOOD_DETMN,NFIP_FLOOD_REV_TYPE,NFIP Flood Rev Type,L_SYMBOL,NFIP Flood Rev Type,ALIAS
GF_TLR_FLOOD_DETMN,NFIP_STATUS_TYPE,Flood NFIPStatusType,L_SYMBOL,Flood NFIPStatusType,ALIAS
GF_TLR_FLOOD_REQUEST,ACTIONTYPE,FloodReq Action Type,L_SYMBOL,FloodReq Action Type,ALIAS
GF_TLR_FLOOD_REQUEST,S_FLDDET,Fld Req Detrmn Type,L_SYMBOL,Fld Req Detrmn Type,ALIAS
GF_TLR_HOPE_PREV_LIEN,S_LOAN_PRODUCT_TYPE,HFH Loan ProductType,L_SYMBOL,HFH Loan ProductType,ALIAS
GF_TLR_HOPE_PREV_LIEN,S_MORT_PROVIDER_TYPE,HFH MortProviderType,L_SYMBOL,HFH MortProviderType,ALIAS
GF_TLR_HOPE_PREV_LIEN,S_SHARED_APPR,HFH Shared Apprec,L_SYMBOL,HFH Shared Apprec,ALIAS
GF_TLR_INSURANCE,COVG_RESOLUTION,Ins Covg Resolution,L_SYMBOL,Ins Covg Resolution,ALIAS
GF_TLR_INSURANCE,S_ESCINS,Escrow Ins Type,L_SYMBOL,Escrow Ins Type,ALIAS
GF_TLR_INSURANCE,S_INSTYPE,Insurance Type,L_SYMBOL,Insurance Type,ALIAS
GF_TLR_INSURANCE,SECURED_PARTY_INS,Secured Party Ins,L_SYMBOL,Secured Party Ins,ALIAS
GF_TLR_MI_APP_REQUEST,MI_CERTIFICATE_TYPE,MI Certificate Type,L_SYMBOL,MI Certificate Type,ALIAS
GF_TLR_MI_APP_REQUEST,MI_COVERAGE_PLAN_TYPE,MI Coverage Type,L_SYMBOL,MI Coverage Type,ALIAS
GF_TLR_MI_APP_REQUEST,MI_DURATION_TYPE,MI Duration Code,L_SYMBOL,MI Duration Code,ALIAS
GF_TLR_MI_APP_REQUEST,MI_INITIAL_PRM_AT_CLSNG_TYPE,MI Initial Prem Typ,L_SYMBOL,MI Initial Prem Typ,ALIAS
GF_TLR_MI_APP_REQUEST,MI_PREM_PAY_TYPE,MIPremiumPaymentType,L_SYMBOL,MIPremiumPaymentType,ALIAS
GF_TLR_MI_APP_REQUEST,MI_PREM_REFUND_TYPE,MIPremiumRefund Type,L_SYMBOL,MIPremiumRefund Type,ALIAS
GF_TLR_MI_APP_REQUEST,MI_PREMIUM_RATE_PLAN_TYPE,MIPrem Rate Plan Typ,L_SYMBOL,MIPrem Rate Plan Typ,ALIAS
GF_TLR_MI_APP_REQUEST,MI_REDUCED_LOAN_DOC_TYPE,MIReducedLoanDoc Typ,L_SYMBOL,MIReducedLoanDoc Typ,ALIAS
GF_TLR_MI_APP_REQUEST,MI_REQUEST_TYPE,MI Request Type,L_SYMBOL,MI Request Type,ALIAS
GF_TLR_MI_APP_REQUEST,MI_SUB_PRIME_PROG_TYPE,MISubPrimeProgramTyp,L_SYMBOL,MISubPrimeProgramTyp,ALIAS
GF_TLR_MI_APP_REQUEST,MIAPPLICATIONTYPE,MI Application Type,L_SYMBOL,MI Application Type,ALIAS
GF_TLR_MI_APP_REQUEST,RENEWAL_CALC_TYPE,MI Renewal Calc Type,L_SYMBOL,MI Renewal Calc Type,ALIAS
GF_TLR_MI_PREMIUM_TAX,CODE_TYPE,MIPremiumTaxCodeType,L_SYMBOL,MIPremiumTaxCodeType,ALIAS
GF_TLR_MI_RES_CONTACT_POINT,TYPE,MI Res Cntct Pnt Typ,L_SYMBOL,MI Res Cntct Pnt Typ,ALIAS
GF_TLR_MI_RESPONSE,MI_APPLICATION_TYPE,MIApplicationType,L_SYMBOL,MIApplicationType,ALIAS
GF_TLR_MI_RESPONSE,MI_CERTIFICATE_TYPE,MICertificateType,L_SYMBOL,MICertificateType,ALIAS
GF_TLR_MI_RESPONSE,MI_DECISION_TYPE,MIDecisionType,L_SYMBOL,MIDecisionType,ALIAS
GF_TLR_MI_RESPONSE,MI_DURATION_TYPE,MIDurationType,L_SYMBOL,MIDurationType,ALIAS
GF_TLR_MI_RESPONSE,MI_INITIAL_PREM_PAC_TYPE,MIInitPremPrpdatClTy,L_SYMBOL,MIInitPremPrpdatClTy,ALIAS
GF_TLR_MI_RESPONSE,MI_PREMIUM_PAYMENT_TYPE,MIPremiumPaymentType,L_SYMBOL,MIPremiumPaymentType,ALIAS
GF_TLR_MI_RESPONSE,MI_PREMIUM_RATE_PLAN_TYPE,MIPremiumRatePlanTyp,L_SYMBOL,MIPremiumRatePlanTyp,ALIAS
GF_TLR_MI_RESPONSE,MI_RENEWAL_CALCULATION_TYPE,MIRenewalCalculation,L_SYMBOL,MIRenewalCalculation,ALIAS
GF_TLR_PROSPECT,LEADSTAT,LeadStatus,L_SYMBOL,LeadStatus,ALIAS
GF_TLR_PROSPECT,PRIMTHCT,PrimaryMethContact,L_SYMBOL,PrimaryMethContact,ALIAS
GF_TLR_PROSPECT,ZONE,GFE Time Zone,L_SYMBOL,GFE Time Zone,ALIAS
GF_TLR_REG_O,S_EMP_REGO_TYPE,Emp Reg O Type,L_SYMBOL,Emp Reg O Type,ALIAS
GF_TLR_REQ_CREDIT_DATA,ACTION_TYPE,Req Credit Action Ty,L_SYMBOL,Req Credit Action Ty,ALIAS
GF_TLR_REQ_CREDIT_DATA,REPORT_TYPE,Req Cred Report Type,L_SYMBOL,Req Cred Report Type,ALIAS
GF_TLR_REQ_CREDIT_DATA,REQUEST_TYPE,Req Crd Request Type,L_SYMBOL,Req Crd Request Type,ALIAS
GF_TLR_REQ_CREDIT_INQRY_CMMNT,SOURCE_TYPE,Req Cred Inq Source,L_SYMBOL,Req Cred Inq Source,ALIAS
GF_TLR_REQ_CREDIT_INQUIRY,CREDIT_BUSINESS_TYPE,Req Cred Inq Bus Typ,L_SYMBOL,Req Cred Inq Bus Typ,ALIAS
GF_TLR_REQ_CREDIT_INQUIRY,INQUIRY_RESULT_TYPE,Req Cred Inq Reslt,L_SYMBOL,Req Cred Inq Reslt,ALIAS
GF_TLR_REQ_CREDIT_INQUIRY_REP,SOURCE_TYPE,Req Cred Inq Rep Src,L_SYMBOL,Req Cred Inq Rep Src,ALIAS
GF_TLR_REQ_CREDIT_INQUIRY_VER,STATUS_TYPE,Req Cred Inq Ver Typ,L_SYMBOL,Req Cred Inq Ver Typ,ALIAS
GF_TLR_REQ_CREDIT_LBLTY_CMMNT,SOURCE_TYPE,Req Cred Lia Source,L_SYMBOL,Req Cred Lia Source,ALIAS
GF_TLR_REQ_CREDIT_LIAB_REP,SOURCE_TYPE,Req Lia Reps Type,L_SYMBOL,Req Lia Reps Type,ALIAS
GF_TLR_REQ_CREDIT_LIABILITY,ACCOUNT_STATUS_TYPE,Req Lia Ststus Date,L_SYMBOL,Req Lia Ststus Date,ALIAS
GF_TLR_REQ_CREDIT_LIABILITY,ACCOUNT_TYPE,Req Lia Account Type,L_SYMBOL,Req Lia Account Type,ALIAS
GF_TLR_REQ_CREDIT_LIABILITY,CREDIT_BUSINESS_TYPE,Req Lia Crdt Bus Typ,L_SYMBOL,Req Lia Crdt Bus Typ,ALIAS
GF_TLR_REQ_CREDIT_LIABILITY,CREDIT_LOAN_TYPE,Req Lia Crdt Loan Ty,L_SYMBOL,Req Lia Crdt Loan Ty,ALIAS
GF_TLR_REQ_CREDIT_LIABILITY,CURRENT_RATING_TYPE,Req Lia Rateing Type,L_SYMBOL,Req Lia Rateing Type,ALIAS
GF_TLR_REQ_CREDIT_LIABILITY,OWNERSHIP_TYPE,Req Lia Ownership Ty,L_SYMBOL,Req Lia Ownership Ty,ALIAS
GF_TLR_REQ_CREDIT_LIABILITY,RECENT_ADVERSE_TYPE,Req Lia Rcnt Type,L_SYMBOL,Req Lia Rcnt Type,ALIAS
GF_TLR_REQ_CREDIT_LIABILITY,TERMS_SOURCE_TYPE,Req Lia Terms Src Ty,L_SYMBOL,Req Lia Terms Src Ty,ALIAS
GF_TLR_REQ_CREDIT_LIABILITY,VERIFY_STATUS_TYPE,Req Lia Ver Stat Typ,L_SYMBOL,Req Lia Ver Stat Typ,ALIAS
GF_TLR_REQ_CREDIT_PUBLC_CMMNT,SOURCE_TYPE,Req Cred Pub Source,L_SYMBOL,Req Cred Pub Source,ALIAS
GF_TLR_REQ_CREDIT_PUBLIC,BK_TYPE,Req Pub BK Type,L_SYMBOL,Req Pub BK Type,ALIAS
GF_TLR_REQ_CREDIT_PUBLIC,DESPOSITION_TYPE,Req Pub Dspstn Type,L_SYMBOL,Req Pub Dspstn Type,ALIAS
GF_TLR_REQ_CREDIT_PUBLIC,PAYMENT_FREQ_TYPE,Req Pub Pymnt Frq Ty,L_SYMBOL,Req Pub Pymnt Frq Ty,ALIAS
GF_TLR_REQ_CREDIT_PUBLIC,PUBLIC_REC_TYPE,Req Pub Rcrd Type,L_SYMBOL,Req Pub Rcrd Type,ALIAS
GF_TLR_REQ_CREDIT_PUBLIC,VER_STATUS_TYPE,Req Pub Ver Stts Typ,L_SYMBOL,Req Pub Ver Stts Typ,ALIAS
GF_TLR_REQ_CREDIT_PUBLIC_REP,SOURCE_TYPE,Req Pub Reps Type,L_SYMBOL,Req Pub Reps Type,ALIAS
GF_TLR_REQ_LIAB_CONTACT_POINT,CONTACT_TYPE,Req Lia Crd Cnt Type,L_SYMBOL,Req Lia Crd Cnt Type,ALIAS
GF_TLR_REQ_LIAB_CONTACT_POINT,ROLE_TYPE,Req Lia Crd Cnt Role,L_SYMBOL,Req Lia Crd Cnt Role,ALIAS
GF_TLR_REQ_LIAB_PRIOR_ADV,TYPE,Req Lia Pri Adv Type,L_SYMBOL,Req Lia Pri Adv Type,ALIAS
GF_TLR_REQ_SCORE_MODEL,MODEL_TYPE,Req Score Model Type,L_SYMBOL,Req Score Model Type,ALIAS
GF_TLR_RES_BORROWER,MARTIAL_STATUS_TYPE,Res Brwr Marital Typ,L_SYMBOL,Res Brwr Marital Typ,ALIAS
GF_TLR_RES_BORROWER,PRINT_POSITION_TYPE,Res Brwr Print Pos,L_SYMBOL,Res Brwr Print Pos,ALIAS
GF_TLR_RES_BUREAU_CONTACT_PNT,CONTACT_TYPE,Req Lia Crd Cnt Type,L_SYMBOL,Req Lia Crd Cnt Type,ALIAS
GF_TLR_RES_BUREAU_CONTACT_PNT,ROLE_TYPE,Req Lia Crd Cnt Role,L_SYMBOL,Req Lia Crd Cnt Role,ALIAS
GF_TLR_RES_CREDIT_DATA,ACTION_TYPE,Res Credit Action Ty,L_SYMBOL,Res Credit Action Ty,ALIAS
GF_TLR_RES_CREDIT_DATA,REPORT_TYPE,Res Cred Report Type,L_SYMBOL,Res Cred Report Type,ALIAS
GF_TLR_RES_CREDIT_DATA,REQUEST_TYPE,Res Crd Request Type,L_SYMBOL,Res Crd Request Type,ALIAS
GF_TLR_RES_CREDIT_FILE,S_RESULTSTATUSTYPE,CF_ResultStatusType,L_SYMBOL,CF_ResultStatusType,ALIAS
GF_TLR_RES_CREDIT_FILE_ALRT,S_CATAGORYTYPE,CFA_CatagoryType,L_SYMBOL,CFA_CatagoryType,ALIAS
GF_TLR_RES_CREDIT_INQRY_CMNT,SOURCE_TYPE,Res Cred Inq Source,L_SYMBOL,Res Cred Inq Source,ALIAS
GF_TLR_RES_CREDIT_INQUIRY,CREDIT_BUSINESS_TYPE,Res Cred Inq Bus Typ,L_SYMBOL,Res Cred Inq Bus Typ,ALIAS
GF_TLR_RES_CREDIT_INQUIRY,INQUIRY_RESULT_TYPE,Res Cred Inq Reslt,L_SYMBOL,Res Cred Inq Reslt,ALIAS
GF_TLR_RES_CREDIT_INQUIRY_REP,SOURCE_TYPE,Res Cred Inq Rep Src,L_SYMBOL,Res Cred Inq Rep Src,ALIAS
GF_TLR_RES_CREDIT_INQUIRY_VER,STATUS_TYPE,res Cred Inq Ver Typ,L_SYMBOL,res Cred Inq Ver Typ,ALIAS
GF_TLR_RES_CREDIT_LBLTY_CMNT,SOURCE_TYPE,Res Cred Lia Source,L_SYMBOL,Res Cred Lia Source,ALIAS
GF_TLR_RES_CREDIT_LIAB_REP,SOURCE_TYPE,Res Lia Reps Type,L_SYMBOL,Res Lia Reps Type,ALIAS
GF_TLR_RES_CREDIT_LIABILITY,ACCOUNT_STATUS_TYPE,res Lia Ststus Date,L_SYMBOL,res Lia Ststus Date,ALIAS
GF_TLR_RES_CREDIT_LIABILITY,ACCOUNT_TYPE,res Lia Account Type,L_SYMBOL,res Lia Account Type,ALIAS
GF_TLR_RES_CREDIT_LIABILITY,CREDIT_BUSINESS_TYPE,res Lia Crdt Bus Typ,L_SYMBOL,res Lia Crdt Bus Typ,ALIAS
GF_TLR_RES_CREDIT_LIABILITY,CREDIT_LOAN_TYPE,res Lia Crdt Loan Ty,L_SYMBOL,res Lia Crdt Loan Ty,ALIAS
GF_TLR_RES_CREDIT_LIABILITY,CURRENT_RATING_TYPE,res Lia Rateing Type,L_SYMBOL,res Lia Rateing Type,ALIAS
GF_TLR_RES_CREDIT_LIABILITY,HIGHEST_ADVERSE_TYPE,res Lia Highest Type,L_SYMBOL,res Lia Highest Type,ALIAS
GF_TLR_RES_CREDIT_LIABILITY,OWNERSHIP_TYPE,res Lia Ownership Ty,L_SYMBOL,res Lia Ownership Ty,ALIAS
GF_TLR_RES_CREDIT_LIABILITY,RECENT_ADVERSE_TYPE,res Lia Rcnt Type,L_SYMBOL,res Lia Rcnt Type,ALIAS
GF_TLR_RES_CREDIT_LIABILITY,TERMS_SOURCE_TYPE,res Lia Terms Src Ty,L_SYMBOL,res Lia Terms Src Ty,ALIAS
GF_TLR_RES_CREDIT_LIABILITY,VERIFY_STATUS_TYPE,res Lia Ver Stat Typ,L_SYMBOL,res Lia Ver Stat Typ,ALIAS
GF_TLR_RES_CREDIT_PBLC_CMNT,SOURCE_TYPE,Res Cred Pub Source,L_SYMBOL,Res Cred Pub Source,ALIAS
GF_TLR_RES_CREDIT_PUBLIC,BK_TYPE,Res Pub BK Type,L_SYMBOL,Res Pub BK Type,ALIAS
GF_TLR_RES_CREDIT_PUBLIC,DESPOSITION_TYPE,Res Pub Dspstn Type,L_SYMBOL,Res Pub Dspstn Type,ALIAS
GF_TLR_RES_CREDIT_PUBLIC,PAYMENT_FREQ_TYPE,Res Pub Pymnt Frq Ty,L_SYMBOL,Res Pub Pymnt Frq Ty,ALIAS
GF_TLR_RES_CREDIT_PUBLIC,PUBLIC_REC_TYPE,Res Pub Rcrd Type,L_SYMBOL,Res Pub Rcrd Type,ALIAS
GF_TLR_RES_CREDIT_PUBLIC,VER_STATUS_TYPE,Res Pub Ver Stts Typ,L_SYMBOL,Res Pub Ver Stts Typ,ALIAS
GF_TLR_RES_CREDIT_PUBLIC_REP,SOURCE_TYPE,Res Pub Reps Type,L_SYMBOL,Res Pub Reps Type,ALIAS
GF_TLR_RES_FLD_FC_PNT,CONTACT_TYPE,FloodRes FulCnt Type,L_SYMBOL,FloodRes FulCnt Type,ALIAS
GF_TLR_RES_FLD_FC_PNT,ROLE_TYPE,FloodRes FulCnt Role,L_SYMBOL,FloodRes FulCnt Role,ALIAS
GF_TLR_RES_FLOOD_PROP,PROP_LEGAL_DES_TYPE,Prop Legal Des Type,L_SYMBOL,Prop Legal Des Type,ALIAS
GF_TLR_RES_FLOOD_PROP,PROP_TITLE_CAT_TYPE,Prop Title Cat Type,L_SYMBOL,Prop Title Cat Type,ALIAS
GF_TLR_RES_LANDLORD,VERIFY_STATUS_TYPE,Res Lndlrd Ver Stat,L_SYMBOL,Res Lndlrd Ver Stat,ALIAS
GF_TLR_RES_LANDLORD_CNTCT_PNT,CONTACT_TYPE,Res Lndlrd Cnt Type,L_SYMBOL,Res Lndlrd Cnt Type,ALIAS
GF_TLR_RES_LANDLORD_CNTCT_PNT,ROLE_TYPE,Res Lndlrd Cnt Role,L_SYMBOL,Res Lndlrd Cnt Role,ALIAS
GF_TLR_RES_LIAB_CONTACT_POINT,CONTACT_TYPE,Res Lia Crd Cnt Type,L_SYMBOL,Res Lia Crd Cnt Type,ALIAS
GF_TLR_RES_LIAB_CONTACT_POINT,ROLE_TYPE,Res Lia Crd Cnt Role,L_SYMBOL,Res Lia Crd Cnt Role,ALIAS
GF_TLR_RES_LIAB_PRIOR_ADV,TYPE,Res Lia Pri Adv Type,L_SYMBOL,Res Lia Pri Adv Type,ALIAS
GF_TLR_RES_REQ_PARTY_CNTCT_PNT,CONTACT_TYPE,Res Req Prt Cnt Type,L_SYMBOL,Res Req Prt Cnt Type,ALIAS
GF_TLR_RES_REQ_PARTY_CNTCT_PNT,ROLE_TYPE,Res Req Prty Cnt Rol,L_SYMBOL,Res Req Prty Cnt Rol,ALIAS
GF_TLR_RES_RESIDENCE,RENT_RATING_TYPE,Res Brwr Rnt Rtng Ty,L_SYMBOL,Res Brwr Rnt Rtng Ty,ALIAS
GF_TLR_RES_RESIDENCE,RESIDENCY_BASIS_TYPE,Res Brwr Residency T,L_SYMBOL,Res Brwr Residency T,ALIAS
GF_TLR_RES_RESIDENCE,RESIDENCY_TYPE,Res Brwr Rsdn Type,L_SYMBOL,Res Brwr Rsdn Type,ALIAS
GF_TLR_RES_SCORE_MODEL,MODEL_TYPE,Res Score Model Type,L_SYMBOL,Res Score Model Type,ALIAS
GF_TLR_RSP_LP_LOANFDBCK,S_CRWELIGIBILITYTYPE,CRandWRelifeStaus,L_SYMBOL,CRandWRelifeStaus,ALIAS
GF_TLR_SERVICE_PAYMENT,PAYMENT_METHOD_TYPE,Req Paymnt Meth Type,L_SYMBOL,Req Paymnt Meth Type,ALIAS
GF_TLR_TAXITEMS,S_ESCTAX,Escrow Tax Type,L_SYMBOL,Escrow Tax Type,ALIAS
GF_TLR_TAXITEMS,S_TAXTYPE,Tax Type,L_SYMBOL,Tax Type,ALIAS
GF_TLR_TAXITEMS,SFREQUENCY,Tax Frequency,L_SYMBOL,Tax Frequency,ALIAS
GF_TLR_TITLE_ENDORSEMENT,S_TTLEND_INFO,Ttl Endorsement Info,L_SYMBOL,Ttl Endorsement Info,ALIAS
GF_TLR_TITLE_ENDORSEMENT,TTLEND_SOURCE_TYPE,teSourceType,L_SYMBOL,teSourceType,ALIAS
GF_TLR_TL_FUL_CNTS,S_TYPE,FullfillmentConType,L_SYMBOL,FullfillmentConType,ALIAS
GF_TRACKING,S_ITEM,Tracking_Item,L_SYMBOL,Tracking_Item,ALIAS
GF_TRACKING,S_STATUS,Tracking_Status,L_SYMBOL,Tracking_Status,ALIAS
GF_TS_ASSIST_PROGRAMS,S_AP_ASSIST_TYPE,AP Assist Type,L_SYMBOL,AP Assist Type,ALIAS
GF_TS_ASSIST_PROGRAMS,S_AP_RATE_TYPE,AP Rate Type,L_SYMBOL,AP Rate Type,ALIAS
GF_TS_CMS_ACCNTING,S_CLOSTYPE,CMS Closing Type,L_SYMBOL,CMS Closing Type,ALIAS
GF_TS_CMS_ACCNTING,S_SELLCL,CMS Sell Cls Ln Stat,L_SYMBOL,CMS Sell Cls Ln Stat,ALIAS
GF_TS_CMS_APPROVAL,S_APRV_LEVEL,CMS Aprv Level,L_SYMBOL,CMS Aprv Level,ALIAS
GF_TS_CMS_APPROVAL,S_APRV_STATUS,CMS Aprv Status,L_SYMBOL,CMS Aprv Status,ALIAS
GF_TS_CMS_APPROVAL,S_EOGENDER,CMS Aprv EO Gender,L_SYMBOL,CMS Aprv EO Gender,ALIAS
GF_TS_CMS_APPROVAL,S_EORACE,CMS Aprv EO Race,L_SYMBOL,CMS Aprv EO Race,ALIAS
GF_TS_CMS_APPROVAL_DTL,S_APPRSTAT,CMS Apv Aprvl Status,L_SYMBOL,CMS Apv Aprvl Status,ALIAS
GF_TS_CMS_BROKER,S_BRKTYP,CMS Broker Type,L_SYMBOL,CMS Broker Type,ALIAS
GF_TS_CMS_BROKER,S_ENTITY_TYPE,Broker Entity Type,L_SYMBOL,Broker Entity Type,ALIAS
GF_TS_CMS_BROKER,S_OWNERSHIP,CMS Ownership,L_SYMBOL,CMS Ownership,ALIAS
GF_TS_CMS_BROKER,S_RTSHT,CMS Rate Sheet,L_SYMBOL,CMS Rate Sheet,ALIAS
GF_TS_CMS_CONTACT_ADDRESS,S_ADDRTYPE,CMSAddressType,L_SYMBOL,CMSAddressType,ALIAS
GF_TS_CMS_CONTACT_ADDRESS,S_CMSADR_UNIT_TYPE,CMSADR Unit Type,L_SYMBOL,CMSADR Unit Type,ALIAS
GF_TS_CMS_CONTACT_EMAIL,S_EMAILTYPE,CMSEmailType,L_SYMBOL,CMSEmailType,ALIAS
GF_TS_CMS_CONTACT_INFO,S_CMSSTATUS,CMSStatus,L_SYMBOL,CMSStatus,ALIAS
GF_TS_CMS_CONTACT_INFO,S_TITLE,CMSTitle,L_SYMBOL,CMSTitle,ALIAS
GF_TS_CMS_CONTACT_PHONE,S_PHONETYPE,CMSPhoneType,L_SYMBOL,CMSPhoneType,ALIAS
GF_TS_CMS_CONTACT_URL,S_URLTYPE,CMSURLType,L_SYMBOL,CMSURLType,ALIAS
GF_TS_CMS_COST_CENTERS,S_COST_CENTER,CMS Cost Ctr Type,L_SYMBOL,CMS Cost Ctr Type,ALIAS
GF_TS_CMS_INFOBYTYPE,S_GRADE,CMS Info Grade,L_SYMBOL,CMS Info Grade,ALIAS
GF_TS_CMS_INFOBYTYPE,S_STATUS,CMS Status by Type,L_SYMBOL,CMS Status by Type,ALIAS
GF_TS_CMS_INFOBYTYPE,S_TYPE_OF_COMPANY,CMS Type of Company,L_SYMBOL,CMS Type of Company,ALIAS
GF_TS_CMS_LENDER,LENDERSTCODE,LenderStCode,L_SYMBOL,LenderStCode,ALIAS
GF_TS_CMS_LENDING_GUIDES,S_GUIDELINE_TYPE,CSG Guide Type,L_SYMBOL,CSG Guide Type,ALIAS
GF_TS_CMS_MONITOR,S_MONSTATUS,Monstat Status,L_SYMBOL,Monstat Status,ALIAS
GF_TS_CMS_ORG_DATA,S_BRANCH_TYPE,CMS Branch Type,L_SYMBOL,CMS Branch Type,ALIAS
GF_TS_CMS_REGION_PRICE_DATA,S_PRICING_REGION_C,CMS Reg PricingReg C,L_SYMBOL,CMS Reg PricingReg C,ALIAS
GF_TS_CMS_REGION_PRICE_DATA,S_PRICING_TIER_C,CMS Reg PricingTierC,L_SYMBOL,CMS Reg PricingTierC,ALIAS
GF_TS_CMS_REMARKS,S_REMCATEGORY,CMS Remarks Category,L_SYMBOL,CMS Remarks Category,ALIAS
GF_TS_CMS_REMARKS,S_REMTYPE,CMS Remarks Type,L_SYMBOL,CMS Remarks Type,ALIAS
GF_TS_CMS_STSLICNS,S_CLSCD,Class Code,L_SYMBOL,Class Code,ALIAS
GF_TS_CMS_STSLICNS,S_STAT,Stlic Status,L_SYMBOL,Stlic Status,ALIAS
GF_TS_CMS_WHLINE,S_WHL_STATUS,CWH Line Status,L_SYMBOL,CWH Line Status,ALIAS
GF_TS_CMS_WIREINFO,S_ACCTSTAT,CMS Wire Acct Stat,L_SYMBOL,CMS Wire Acct Stat,ALIAS
GF_TS_COMMITMENT,LOAN_TYP,Loan Type,L_SYMBOL,Loan Type,ALIAS
GF_TS_LMS_LEAD_INFO,S_MKT_CAMPAIGN,Lead Market Campaign,L_SYMBOL,Lead Market Campaign,ALIAS
GF_TS_MESSAGE,S_MSGTYPE,Message Type,L_SYMBOL,Message Type,ALIAS
GF_TS_MESSAGE,S_RECIPIENTTYPE,Recipient Type,L_SYMBOL,Recipient Type,ALIAS
GF_TS_RATE_SUBSIDY_INFO,S_BUSCHNL,Business Channel,L_SYMBOL,Business Channel,ALIAS
GF_TS_WF_GROUP_USER,S_USER_TYPE,WF GU User Type,L_SYMBOL,WF GU User Type,ALIAS
GF_TS_WF_PROC_GROUP,S_DIST_METHOD,WF PG Dist Method,L_SYMBOL,WF PG Dist Method,ALIAS
GF_TS_WF_PROC_GROUP,S_GROUP_TYPE,WFS GROUP TYPE,L_SYMBOL,WFS GROUP TYPE,ALIAS
GF_TS_WF_USER_SCHED_EXCP,S_EXCEPTION_TYPE,WF USE Excp Type,L_SYMBOL,WF USE Excp Type,ALIAS
GF_TSR_PNP_IPG_BASE,S_ASSUMABILITY_FEATURE,AssumFeatureCode,L_SYMBOL,AssumFeatureCode,ALIAS
GF_TSR_PNP_IPG_BASE,S_CONST_PROGRAM,ConstProgram,L_SYMBOL,ConstProgram,ALIAS
GF_TSR_PNP_IPG_BASE_SLR,S_LIMIT_TYPE,IPGS Limit Type,L_SYMBOL,IPGS Limit Type,ALIAS
GIFT,S_GIFTSOURCETYPE,Gift Source Type,L_SYMBOL,Gift Source Type,ALIAS
GIFT,S_TYPE,Gift Type,L_SYMBOL,Gift Type,ALIAS
HELOC,S_FUNDS_TO_BE_DRAWN,Fnds_ToBe_DrwnBy,L_SYMBOL,Fnds_ToBe_DrwnBy,ALIAS
HELOC,S_LOCTYPE,Line Of Credit Type,L_SYMBOL,Line Of Credit Type,ALIAS
HELOC,S_REPAYMENT_METHOD,HeRepaymentMethod,L_SYMBOL,HeRepaymentMethod,ALIAS
HELOC2,S_RTC_TYPE,HELOC RTC Type,L_SYMBOL,HELOC RTC Type,ALIAS
HMDAINFO,REPORTABLEYROVR,HMDA Report Override,L_SYMBOL,HMDA Report Override,ALIAS
HMDAXPRT,S_CUSTOMQRY,Custom Filter Name,L_SYMBOL,Custom Filter Name,ALIAS
HUD54111,S_ENDORAUTH,Endorsement Auth,L_SYMBOL,Endorsement Auth,ALIAS
HUD54111,S_ENDORSEMENT,Endorsement Status,L_SYMBOL,Endorsement Status,ALIAS
HUD54111,S_FHA_PROGRAMID,FHA Program ID,L_SYMBOL,FHA Program ID,ALIAS
IMPRVMTS,IMPDES,Imprv Description,L_SYMBOL,Imprv Description,ALIAS
INCOME,S_INCOME,Income Type,L_SYMBOL,Income Type,ALIAS
INCOME,S_JOB_TYPE,Type of Job,L_SYMBOL,Type of Job,ALIAS
INCOME,S_PAYPER,Income Period,L_SYMBOL,Income Period,ALIAS
Income,S_SELFEMPTYPE,SelfEmpType,L_SYMBOL,SelfEmpType,ALIAS
INCOME,S_SPECBOREMPRELTYPE,SpecialBorEmpRel,L_SYMBOL,SpecialBorEmpRel,ALIAS
INCOME,VERIFICATION_TYPE,Verification Type,L_SYMBOL,Verification Type,ALIAS
LIABLTY,DEBT_VERIFI_TYPE,Debt Verifi Type,L_SYMBOL,Debt Verifi Type,ALIAS
LIABLTY,OWNERSHP_TYPE,res Lia Ownership Ty,L_SYMBOL,res Lia Ownership Ty,ALIAS
LIABLTY,REFIN_SERV_SYS,Refi Servicing Sys,L_SYMBOL,Refi Servicing Sys,ALIAS
LIABLTY,S_ACCOUNT_OWNERSHIP,LiabAcctOwnership,L_SYMBOL,LiabAcctOwnership,ALIAS
LIABLTY,S_CREDIT_CARD_TYPE,Credit Card Type,L_SYMBOL,Credit Card Type,ALIAS
LIABLTY,S_EXCLUSION_REASON,Debt Excluded Reason,L_SYMBOL,Debt Excluded Reason,ALIAS
LIABLTY,S_LIAB,Debt Type,L_SYMBOL,Debt Type,ALIAS
LIABLTY,S_LIABILITYDISBTYPE,Liability Disb Type,L_SYMBOL,Liability Disb Type,ALIAS
